Path,B,SE,z,p,ci_low,ci_high
Equity -> OI,0.3763458645294112,0.019134237193732143,19.668715335706818,3.997812821431922e-86,0.33884344875804945,0.413848280300773
OI -> UPB,0.17073281698793624,0.027636127216744234,6.177885043331697,6.496598862393967e-10,0.11656700297095038,0.2248986310049221
EL -> UPB,0.09716355472529385,0.023129435195730127,4.200861538686902,2.6590118108312828e-05,0.05183069475890967,0.14249641469167804
OI x EL -> UPB,-0.06226354748404711,0.024524859271100832,-2.538793262614808,0.011123553285755077,-0.11033138838131798,-0.014195706586776234
