metric,Mean,SD,Cronbach alpha,CR,AVE,UPB5_UPB4_corr
UPB5,2.9263366336633663,0.8117753036891416,0.8271723094598082,0.8306481151023687,0.5071133223257509,0.9730296004015441
UPB4,2.8793316831683167,0.8737899997886774,0.8433053286787701,0.8458943849334853,0.5831276433708457,0.9730296004015441
